Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
audifonos-con-microfono-jbl-vibe-beam-mint,Audífonos con Micrófono JBL Vibe Beam,Color,Blanco,,,,,VIBE BEAM Wh,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
audifonos-con-microfono-jbl-vibe-beam-mint,Audífonos con Micrófono JBL Vibe Beam,Color,Blanco,,,,,VIBE BEAM Wh,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
audifonos-con-microfono-jbl-vibe-beam-mint,Audífonos con Micrófono JBL Vibe Beam,Color,Beige,,,,,Vibe Beam Beige,,,Sucursal Chalchuapa,,0,0,0,0,0,
audifonos-con-microfono-jbl-vibe-beam-mint,Audífonos con Micrófono JBL Vibe Beam,Color,Beige,,,,,Vibe Beam Beige,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
audifonos-con-microfono-jbl-vibe-beam-mint,Audífonos con Micrófono JBL Vibe Beam,Color,Beige,,,,,Vibe Beam Beige,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
audifonos-con-microfono-y-cable-h390-de-logitech,Audífonos con micrófono y cable H390 de Logitech,color,Blanco,,,,,981-000014WH,,,Sucursal Chalchuapa,,0,0,0,0,0,
audifonos-con-microfono-y-cable-h390-de-logitech,Audífonos con micrófono y cable H390 de Logitech,color,Blanco,,,,,981-000014WH,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
audifonos-con-microfono-y-cable-h390-de-logitech,Audífonos con micrófono y cable H390 de Logitech,color,Blanco,,,,,981-000014WH,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
teclado-logitech-slim-combo-mk470-rose-920-011312,Teclado y Mouse Logitech Slim Combo MK470 Rose  920-011312,color,Negro,,,,,Slim Combo MK470 Rose  920-011313,,,Sucursal Chalchuapa,,0,0,0,-1,-1,
teclado-logitech-slim-combo-mk470-rose-920-011312,Teclado y Mouse Logitech Slim Combo MK470 Rose  920-011312,color,Negro,,,,,Slim Combo MK470 Rose  920-011313,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
teclado-logitech-slim-combo-mk470-rose-920-011312,Teclado y Mouse Logitech Slim Combo MK470 Rose  920-011312,color,Negro,,,,,Slim Combo MK470 Rose  920-011313,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
bocina-inalambrica-jbl-go-3,Bocina Inalámbrica JBL Go 3,color,Negro,,,,,Go 5,,,Sucursal Chalchuapa,,0,0,0,0,0,
bocina-inalambrica-jbl-go-3,Bocina Inalámbrica JBL Go 3,color,Negro,,,,,Go 5,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
bocina-inalambrica-jbl-go-3,Bocina Inalámbrica JBL Go 3,color,Negro,,,,,Go 5,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Gris,,,,,Clip 4 Gray,,,Sucursal Chalchuapa,,0,0,0,0,0,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Gris,,,,,Clip 4 Gray,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Gris,,,,,Clip 4 Gray,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
televisor-xiaomi-a-pro-75-l75ma-sph,Televisor Xiaomi A Pro 75 L75MA-SPH,Title,Default Title,,,,,A Pro 75 L75MA-SPH,,,Sucursal Chalchuapa,,0,0,0,0,0,
televisor-xiaomi-a-pro-75-l75ma-sph,Televisor Xiaomi A Pro 75 L75MA-SPH,Title,Default Title,,,,,A Pro 75 L75MA-SPH,,,Sucursal Santa Ana Independencia,,0,0,0,1,1,
televisor-xiaomi-a-pro-75-l75ma-sph,Televisor Xiaomi A Pro 75 L75MA-SPH,Title,Default Title,,,,,A Pro 75 L75MA-SPH,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-oppo-reno-12-5g-12-512gb,Smartphone Oppo Reno 12 5G 12/512GB,Title,Default Title,,,,,CPH2625,,,Sucursal Chalchuapa,,0,0,0,1,1,
smartphone-oppo-reno-12-5g-12-512gb,Smartphone Oppo Reno 12 5G 12/512GB,Title,Default Title,,,,,CPH2625,,,Sucursal Santa Ana Independencia,,0,0,0,1,1,
smartphone-oppo-reno-12-5g-12-512gb,Smartphone Oppo Reno 12 5G 12/512GB,Title,Default Title,,,,,CPH2625,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-oppo-reno-12-5g-morado-estelar-12-512gb,Smartphone Oppo Reno 12 5G Morado 12/512GB,Title,Default Title,,,,,Reno 12 5G Morado (Estelar) 12/512GB,,,Sucursal Chalchuapa,,0,0,0,0,0,
smartphone-oppo-reno-12-5g-morado-estelar-12-512gb,Smartphone Oppo Reno 12 5G Morado 12/512GB,Title,Default Title,,,,,Reno 12 5G Morado (Estelar) 12/512GB,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
smartphone-oppo-reno-12-5g-morado-estelar-12-512gb,Smartphone Oppo Reno 12 5G Morado 12/512GB,Title,Default Title,,,,,Reno 12 5G Morado (Estelar) 12/512GB,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Negro,,,,,Clip 4 Bk,,,Sucursal Chalchuapa,,0,0,0,0,0,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Negro,,,,,Clip 4 Bk,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
bocina-inalambrica-jbl-clip-4-teal,Bocina JBL Clip 4 Bk Bluetooth,color,Negro,,,,,Clip 4 Bk,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
smartphone-oppo-a60-blanco-cph3669-8-256gb,Smartphone Oppo A60 Blanco CPH3669 8/256GB,Title,Default Title,,,,,A60 Blanco CPH3669 8/256GB,,,Sucursal Chalchuapa,,0,0,0,2,2,
smartphone-oppo-a60-blanco-cph3669-8-256gb,Smartphone Oppo A60 Blanco CPH3669 8/256GB,Title,Default Title,,,,,A60 Blanco CPH3669 8/256GB,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
smartphone-oppo-a60-blanco-cph3669-8-256gb,Smartphone Oppo A60 Blanco CPH3669 8/256GB,Title,Default Title,,,,,A60 Blanco CPH3669 8/256GB,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
mouse-pad-gaming-marvo-mg011,Mouse Pad Gaming Marvo MG011,Title,Default Title,,,,,MG011,,,Sucursal Chalchuapa,,0,0,0,0,0,
mouse-pad-gaming-marvo-mg011,Mouse Pad Gaming Marvo MG011,Title,Default Title,,,,,MG011,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
mouse-pad-gaming-marvo-mg011,Mouse Pad Gaming Marvo MG011,Title,Default Title,,,,,MG011,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
bocina-inalambrica-amazon-echo-pop-lavender-bloom-c2h4r9,Bocina Inalámbrica Amazon Echo Pop Lavender Bloom C2H4R9,color,Negro,,,,,Echo Pop Charcoal C2H4R9,,,Sucursal Chalchuapa,,0,0,0,0,0,
bocina-inalambrica-amazon-echo-pop-lavender-bloom-c2h4r9,Bocina Inalámbrica Amazon Echo Pop Lavender Bloom C2H4R9,color,Negro,,,,,Echo Pop Charcoal C2H4R9,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
bocina-inalambrica-amazon-echo-pop-lavender-bloom-c2h4r9,Bocina Inalámbrica Amazon Echo Pop Lavender Bloom C2H4R9,color,Negro,,,,,Echo Pop Charcoal C2H4R9,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Blanco,,,,,Redmi Buds 4 Lite Wh-1,,,Sucursal Chalchuapa,,0,0,0,-1,-1,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Blanco,,,,,Redmi Buds 4 Lite Wh-1,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Blanco,,,,,Redmi Buds 4 Lite Wh-1,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Negro,,,,,Redmi Buds 4 Lite Bk,,,Sucursal Chalchuapa,,0,0,0,0,0,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Negro,,,,,Redmi Buds 4 Lite Bk,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifonos-con-microfono-xiaomi-redmi-buds-4-lite-wh,Audífonos con Micrófono Xiaomi Redmi Buds 4 Lite Wh,color,Negro,,,,,Redmi Buds 4 Lite Bk,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
mouse-inalambrico-logitech-m170,Mouse Inalámbrico Logitech M170,Color,Azul gris,,,,,M170,,,Sucursal Chalchuapa,,0,0,0,0,0,
mouse-inalambrico-logitech-m170,Mouse Inalámbrico Logitech M170,Color,Azul gris,,,,,M170,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
mouse-inalambrico-logitech-m170,Mouse Inalámbrico Logitech M170,Color,Azul gris,,,,,M170,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
audifonos-con-microfono-klip-xtreme-kwh-010bl,Audífonos con Micrófono Klip Xtreme KWH-010BL,color,gris,,,,,KWH-010GR,,,Sucursal Chalchuapa,,0,0,0,0,0,
audifonos-con-microfono-klip-xtreme-kwh-010bl,Audífonos con Micrófono Klip Xtreme KWH-010BL,color,gris,,,,,KWH-010GR,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifonos-con-microfono-klip-xtreme-kwh-010bl,Audífonos con Micrófono Klip Xtreme KWH-010BL,color,gris,,,,,KWH-010GR,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa,,,,,MX-12B-PK,,,Sucursal Chalchuapa,,0,0,0,0,0,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa,,,,,MX-12B-PK,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa,,,,,MX-12B-PK,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,cian,,,,,MX-12B-GN,,,Sucursal Chalchuapa,,0,0,0,0,0,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,cian,,,,,MX-12B-GN,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,cian,,,,,MX-12B-GN,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,gris,,,,,MX-12B-LB,,,Sucursal Chalchuapa,,0,0,0,0,0,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,gris,,,,,MX-12B-LB,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,gris,,,,,MX-12B-LB,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
calculadora-casio-fx-570es-plus,Calculadora Casio FX-570ES PLUS,color,Rosa,,,,,FX-570ESPLUS-Pk,,,Sucursal Chalchuapa,,0,0,0,0,0,
calculadora-casio-fx-570es-plus,Calculadora Casio FX-570ES PLUS,color,Rosa,,,,,FX-570ESPLUS-Pk,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
calculadora-casio-fx-570es-plus,Calculadora Casio FX-570ES PLUS,color,Rosa,,,,,FX-570ESPLUS-Pk,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa/tecla gris,,,,,MX-12B-PKLB,,,Sucursal Chalchuapa,,0,0,0,0,0,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa/tecla gris,,,,,MX-12B-PKLB,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
escaner-generica-mx-12b-bk,Calculadora Casio MX-12B-BK,color,rosa/tecla gris,,,,,MX-12B-PKLB,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Negro,,,,,MS300 MO380 BK,,,Sucursal Chalchuapa,,0,0,0,0,0,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Negro,,,,,MS300 MO380 BK,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Negro,,,,,MS300 MO380 BK,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Gris,,,,,MS300 MO342 GRAY,,,Sucursal Chalchuapa,,0,0,0,0,0,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Gris,,,,,MS300 MO342 GRAY,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
mouse-bluetooth-multilaser-ms300-mo380,Mouse Wireless Multilaser MS300,color,Gris,,,,,MS300 MO342 GRAY,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
silla-nenotech-a68815-pro-bk-c-reposa-pies-copy,Silla Nenotech A62534 MAX BK C/Reposa pies,color,rosa,,,,,A70784,,,Sucursal Chalchuapa,,0,0,0,0,0,
silla-nenotech-a68815-pro-bk-c-reposa-pies-copy,Silla Nenotech A62534 MAX BK C/Reposa pies,color,rosa,,,,,A70784,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
silla-nenotech-a68815-pro-bk-c-reposa-pies-copy,Silla Nenotech A62534 MAX BK C/Reposa pies,color,rosa,,,,,A70784,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
articulos-varios-meta-quest-2-128gb,Meta Quest 2 128GB,Title,Default Title,,,,,Quest 2 128GB,,,Sucursal Chalchuapa,,0,0,0,1,1,
articulos-varios-meta-quest-2-128gb,Meta Quest 2 128GB,Title,Default Title,,,,,Quest 2 128GB,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
articulos-varios-meta-quest-2-128gb,Meta Quest 2 128GB,Title,Default Title,,,,,Quest 2 128GB,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-web-logitech-brio-100-full-hd-color-negro,Cámara web Logitech Brio 100 Full HD color Negro,color,Blanco,,,,,BRIO 100 WH,,,Sucursal Chalchuapa,,0,0,0,0,0,
camara-web-logitech-brio-100-full-hd-color-negro,Cámara web Logitech Brio 100 Full HD color Negro,color,Blanco,,,,,BRIO 100 WH,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
camara-web-logitech-brio-100-full-hd-color-negro,Cámara web Logitech Brio 100 Full HD color Negro,color,Blanco,,,,,BRIO 100 WH,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
accesorios-gaming-primus-pmp-s14gr-m,Mouse Pad Primus PMP-S14GR-M Gaming Star Wars,Title,Default Title,,,,,PMP-S14GR-M,,,Sucursal Chalchuapa,,0,0,0,0,0,
accesorios-gaming-primus-pmp-s14gr-m,Mouse Pad Primus PMP-S14GR-M Gaming Star Wars,Title,Default Title,,,,,PMP-S14GR-M,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
accesorios-gaming-primus-pmp-s14gr-m,Mouse Pad Primus PMP-S14GR-M Gaming Star Wars,Title,Default Title,,,,,PMP-S14GR-M,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
camara-fotografica-canon-eos-r100-r100-rf-s18-45mm-f45-63-is-stm,Cámara Fotográfica Canon EOS R100 R100 RF-S18-45mm F45-63 IS STM,Title,Default Title,,,,,EOS R100,,,Sucursal Chalchuapa,,0,0,0,1,1,
camara-fotografica-canon-eos-r100-r100-rf-s18-45mm-f45-63-is-stm,Cámara Fotográfica Canon EOS R100 R100 RF-S18-45mm F45-63 IS STM,Title,Default Title,,,,,EOS R100,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-fotografica-canon-eos-r100-r100-rf-s18-45mm-f45-63-is-stm,Cámara Fotográfica Canon EOS R100 R100 RF-S18-45mm F45-63 IS STM,Title,Default Title,,,,,EOS R100,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
smartphone-xiaomi-redmi-note-14-midnight-black,Smartphone Xiaomi Redmi Note 14,color,Azul,,,,,6932554408152,,,Sucursal Chalchuapa,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-midnight-black,Smartphone Xiaomi Redmi Note 14,color,Azul,,,,,6932554408152,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-midnight-black,Smartphone Xiaomi Redmi Note 14,color,Azul,,,,,6932554408152,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Negro,,,,,Redmi Note 14 Pro Midnight Black,,,Sucursal Chalchuapa,,0,0,0,1,1,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Negro,,,,,Redmi Note 14 Pro Midnight Black,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Negro,,,,,Redmi Note 14 Pro Midnight Black,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Azul,,,,,Redmi Note 14 Pro Ocean Blue,,,Sucursal Chalchuapa,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Azul,,,,,Redmi Note 14 Pro Ocean Blue,,,Sucursal Santa Ana Independencia,,0,0,0,1,1,
smartphone-xiaomi-redmi-note-14-pro-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro,color,Azul,,,,,Redmi Note 14 Pro Ocean Blue,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-5g-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro 5G Midnight Black,color,negro,,,,,Redmi Note 14 Pro 5G Midnight Black,,,Sucursal Chalchuapa,,0,0,0,1,1,
smartphone-xiaomi-redmi-note-14-pro-5g-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro 5G Midnight Black,color,negro,,,,,Redmi Note 14 Pro 5G Midnight Black,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-14-pro-5g-midnight-black,Smartphone Xiaomi Redmi Note 14 Pro 5G Midnight Black,color,negro,,,,,Redmi Note 14 Pro 5G Midnight Black,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
bocina-amazon-echo-show-5-h97n6s-wh-incluye-foco-multicolor,"Bocina Amazon Echo Show 5 H97N6S Wh (Incluye, Foco multicolor)",Title,Negro,,,,,Echo Show 5 Bl,,,Sucursal Chalchuapa,,0,0,0,0,0,
bocina-amazon-echo-show-5-h97n6s-wh-incluye-foco-multicolor,"Bocina Amazon Echo Show 5 H97N6S Wh (Incluye, Foco multicolor)",Title,Negro,,,,,Echo Show 5 Bl,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
bocina-amazon-echo-show-5-h97n6s-wh-incluye-foco-multicolor,"Bocina Amazon Echo Show 5 H97N6S Wh (Incluye, Foco multicolor)",Title,Negro,,,,,Echo Show 5 Bl,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
estuche-protector-para-tablet-generica-funda-bk-10-plg-dtb0054b,Estuche protector para Tablet Genérica Funda Bk 10 Plg DTB0054B,Title,Default Title,,,,,Funda Bk 10 Plg DTB0054B,,,Sucursal Chalchuapa,,0,0,0,1,1,
estuche-protector-para-tablet-generica-funda-bk-10-plg-dtb0054b,Estuche protector para Tablet Genérica Funda Bk 10 Plg DTB0054B,Title,Default Title,,,,,Funda Bk 10 Plg DTB0054B,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
estuche-protector-para-tablet-generica-funda-bk-10-plg-dtb0054b,Estuche protector para Tablet Genérica Funda Bk 10 Plg DTB0054B,Title,Default Title,,,,,Funda Bk 10 Plg DTB0054B,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tripode-steren-ms-501-para-microfono,Tripode Steren MS-501 para microfono,Title,Default Title,,,,,MS-501,,,Sucursal Chalchuapa,,0,0,0,1,1,
tripode-steren-ms-501-para-microfono,Tripode Steren MS-501 para microfono,Title,Default Title,,,,,MS-501,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tripode-steren-ms-501-para-microfono,Tripode Steren MS-501 para microfono,Title,Default Title,,,,,MS-501,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
router-tp-link-archer-ax73-ax5400,Router TP-Link Archer AX73 AX5400,Title,Default Title,,,,,Archer AX73 AX5400,,,Sucursal Chalchuapa,,0,0,0,1,1,
router-tp-link-archer-ax73-ax5400,Router TP-Link Archer AX73 AX5400,Title,Default Title,,,,,Archer AX73 AX5400,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
router-tp-link-archer-ax73-ax5400,Router TP-Link Archer AX73 AX5400,Title,Default Title,,,,,Archer AX73 AX5400,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
wearable-xiaomi-redmi-watch-4,Wearable Xiaomi Redmi Watch 4,Title,Default Title,,,,,Redmi-Watch-4-GY,,,Sucursal Chalchuapa,,0,0,0,1,1,
wearable-xiaomi-redmi-watch-4,Wearable Xiaomi Redmi Watch 4,Title,Default Title,,,,,Redmi-Watch-4-GY,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
wearable-xiaomi-redmi-watch-4,Wearable Xiaomi Redmi Watch 4,Title,Default Title,,,,,Redmi-Watch-4-GY,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
silla-continental-a015-c-b,Silla Continental A015 C/B,Title,Default Title,,,,,P-02636-01,,,Sucursal Chalchuapa,,0,0,0,0,0,
silla-continental-a015-c-b,Silla Continental A015 C/B,Title,Default Title,,,,,P-02636-01,,,Sucursal Santa Ana Independencia,,0,0,0,0,0,
silla-continental-a015-c-b,Silla Continental A015 C/B,Title,Default Title,,,,,P-02636-01,,,Sucursal Santa Ana Zarzamora,,0,0,0,0,0,
smartphone-xiaomi-redmi-note-13-pro-lavander-purple-8-256gb,Smartphone Xiaomi Redmi Note 13 Pro Lavander Purple 8/256GB,Title,Default Title,,,,,Redmi Note 13 Pro Lavander Purple 8/256GB,,,Sucursal Chalchuapa,,0,0,0,1,1,
smartphone-xiaomi-redmi-note-13-pro-lavander-purple-8-256gb,Smartphone Xiaomi Redmi Note 13 Pro Lavander Purple 8/256GB,Title,Default Title,,,,,Redmi Note 13 Pro Lavander Purple 8/256GB,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
smartphone-xiaomi-redmi-note-13-pro-lavander-purple-8-256gb,Smartphone Xiaomi Redmi Note 13 Pro Lavander Purple 8/256GB,Title,Default Title,,,,,Redmi Note 13 Pro Lavander Purple 8/256GB,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
mouse-bluetooth-microsoft-1679-mint,Mouse Bluetooth Microsoft 1679 Mint,Title,Default Title,,,,,1679,,,Sucursal Chalchuapa,,0,0,0,1,1,
mouse-bluetooth-microsoft-1679-mint,Mouse Bluetooth Microsoft 1679 Mint,Title,Default Title,,,,,1679,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
mouse-bluetooth-microsoft-1679-mint,Mouse Bluetooth Microsoft 1679 Mint,Title,Default Title,,,,,1679,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
teclado-steren-com-670,Teclado Steren COM-670,Title,Default Title,,,,,COM-670,,,Sucursal Chalchuapa,,0,0,0,1,1,
teclado-steren-com-670,Teclado Steren COM-670,Title,Default Title,,,,,COM-670,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
teclado-steren-com-670,Teclado Steren COM-670,Title,Default Title,,,,,COM-670,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
espuma-limpiadora-etouch-300025,Espuma Limpiadora Etouch 300025,Title,Default Title,,,,,300025,,,Sucursal Chalchuapa,,0,0,0,25,25,
espuma-limpiadora-etouch-300025,Espuma Limpiadora Etouch 300025,Title,Default Title,,,,,300025,,,Sucursal Santa Ana Independencia,,0,0,0,5,5,
espuma-limpiadora-etouch-300025,Espuma Limpiadora Etouch 300025,Title,Default Title,,,,,300025,,,Sucursal Santa Ana Zarzamora,,0,0,0,5,5,
teclado-maxell-usb-ca-kb-1200,Teclado Gamer Maxell CA-KB-1200,Title,Default Title,,,,,CA-KB-1200,,,Sucursal Chalchuapa,,0,0,0,0,0,
teclado-maxell-usb-ca-kb-1200,Teclado Gamer Maxell CA-KB-1200,Title,Default Title,,,,,CA-KB-1200,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
teclado-maxell-usb-ca-kb-1200,Teclado Gamer Maxell CA-KB-1200,Title,Default Title,,,,,CA-KB-1200,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
teclado-gamer-usb-xtech-xtk-505s,Teclado Gamer USB Xtech XTK-505S,Title,Default Title,,,,,XTK-505S,,,Sucursal Chalchuapa,,0,0,0,0,0,
